Tweet,Tokenized_Tweets,Corrected_Words,Emoji
To my international moots the general election in my country Philippines will take place today May 09 2022 Please pray for the safety of Filipinos for peace and fraudfree election for our democracy and pray the people will win against evil folded_hands growing_heart Philippines tulip sparkles hashtagEleksyon2022,"['to', 'my', 'international', 'mutuals', 'the', 'general', 'election', 'in', 'my', 'country', 'philippines', 'will', 'take', 'place', 'today', 'may', '09', '2022', 'please', 'pray', 'for', 'the', 'safety', 'of', 'filipinos', 'for', 'peace', 'and', 'fraudfree', 'election', 'for', 'our', 'democracy', 'and', 'pray', 'the', 'people', 'will', 'win', 'against', 'evil', 'folded_hands', 'growing_heart', 'philippines', 'tulip', 'sparkles', 'hashtageleksyon2022']","international, mutuals, general, election, country, philippine, place, today, pray, safety, filipino, peace, fraudfree, election, democracy, pray, people, win, evil, folded_hands, growing_heart, philippine, tulip, sparkle","folded_hands, growing_heart"
Crammers for leni hays old ways hahaha hashtagEleksyon2022,"['crammers', 'for', 'leni', 'sight', 'old', 'ways', 'hahaha', 'hashtageleksyon2022']","crammer, leni, sight, way, hahaha",
Todays the day Ipanalo naten ito Vote wisely guys two_hearts hashtagEleksyon2022,"['todays', 'the', 'day', 'ipanalo', 'naten', 'ito', 'vote', 'wisely', 'guys', 'two_hearts', 'hashtageleksyon2022']","today, day, ipanalo, naten, vote, wisely, guy, two_hearts",two_hearts
not ta related but as a filipino I want to say I hope all my cofilo aeons will vote for a good leader for our country please remember na anim na taon ang pinag uusapan natin dito hashtagEleksyon2022 hashtagLeniForPresident2022 hashtagKulayRosaAngBukas,"['not', 'ta', 'related', 'but', 'as', 'a', 'filipino', 'i', 'want', 'to', 'say', 'i', 'hope', 'all', 'my', 'cofilo', 'aeons', 'will', 'vote', 'for', 'a', 'good', 'leader', 'for', 'our', 'country', 'please', 'remember', 'na', 'anim', 'na', 'taon', 'ang', 'pinag', 'uusapan', 'natin', 'dito', 'hashtageleksyon2022', 'hashtagleniforpresident2022', 'hashtagkulayrosaangbukas']","ta, filipino, hope, cofilo, aeon, vote, good, leader, country, remember, anim, taon, pinag, uusapan, hashtagleniforpresident, hashtagkulayrosaangbukas",
We vote for the country not for the politician and party Whatever the outcome lets hope for a clean and truthful elections God bless our nation God bless the Philippines Vote wisely white_heart hashtagEleksyon2022,"['we', 'vote', 'for', 'the', 'country', 'not', 'for', 'the', 'politician', 'and', 'party', 'whatever', 'the', 'outcome', 'lets', 'hope', 'for', 'a', 'clean', 'and', 'truthful', 'elections', 'god', 'bless', 'our', 'nation', 'god', 'bless', 'the', 'philippines', 'vote', 'wisely', 'white_heart', 'hashtageleksyon2022']","vote, country, politician, party, outcome, hope, clean, truthful, election, god, bless, nation, god, bless, philippine, vote, wisely, white_heart",white_heart
Mama and Papa told me they changed their minds and will be voting for Leni two_hearts revolving_hearts two_hearts di ako naiiyak loudly_crying_face smiling_face_with_hearts hashtagEleksyon2022,"['mama', 'and', 'papa', 'told', 'me', 'they', 'changed', 'their', 'minds', 'and', 'will', 'be', 'voting', 'for', 'leni', 'two_hearts', 'revolving_hearts', 'two_hearts', 'di', 'ako', 'naiiyak', 'loudly_crying_face', 'smiling_face_with_hearts', 'hashtageleksyon2022']","mama, papa, told, changed, mind, voting, leni, two_hearts, revolving_hearts, two_hearts, naiiyak, loudly_crying_face, smiling_face_with_hearts","two_hearts, revolving_hearts, two_hearts, loudly_crying_face, smiling_face_with_hearts"
Girl i am a firsttime voter and i thought it was the met gala or sumn loudly_crying_face everyone here in the polling precincts are in house clothes and i look like im otw to my highschool christmas party loudly_crying_face face_with_tears_of_joy skull hashtagEleksyon2022 hashtagHalalan2022,"['girl', 'i', 'am', 'a', 'firsttime', 'voter', 'and', 'i', 'thought', 'it', 'was', 'the', 'met', 'gala', 'or', 'sumn', 'loudly_crying_face', 'everyone', 'here', 'in', 'the', 'polling', 'precincts', 'are', 'in', 'house', 'clothes', 'and', 'i', 'look', 'like', 'im', 'otw', 'to', 'my', 'highschool', 'christmas', 'party', 'loudly_crying_face', 'face_with_tears_of_joy', 'skull', 'hashtageleksyon2022', 'hashtaghalalan2022']","girl, firsttime, voter, thought, met, gala, sumn, loudly_crying_face, polling, precinct, house, clothes, otw, highschool, christmas, party, loudly_crying_face, face_with_tears_of_joy, skull","loudly_crying_face, loudly_crying_face, face_with_tears_of_joy"
pls pray for the Philippines hashtagHalalan2022 hashtagEleksyon2022,"['please', 'pray', 'for', 'the', 'philippines', 'hashtaghalalan2022', 'hashtageleksyon2022']","pray, philippine",
on a waiting area with my best bois changsom 3 hashtagEleksyon2022,"['on', 'a', 'waiting', 'area', 'with', 'my', 'best', 'bois', 'changsom', '3', 'hashtageleksyon2022']","waiting, area, bois, changsom",
Done God bless all of us smiling_face_with_hearts hashtagEleksyon2022,"['done', 'god', 'bless', 'all', 'of', 'us', 'smiling_face_with_hearts', 'hashtageleksyon2022']","god, bless, smiling_face_with_hearts",smiling_face_with_hearts
Lets do this hashtagEleksyon2022 hashtagDapatTotoo,"['lets', 'do', 'this', 'hashtageleksyon2022', 'hashtagdapattotoo']",hashtagdapattotoo,
Today is the dayyy IPANALO NA NA10 TO growing_heart Philippines hashtagHalalan2022 hashtagEleksyon2022,"['today', 'is', 'the', 'dayyy', 'ipanalo', 'na', 'na10', 'to', 'growing_heart', 'philippines', 'hashtaghalalan2022', 'hashtageleksyon2022']","today, dayyy, ipanalo, na, growing_heart, philippine",growing_heart
To say that I was anxious the moment I stepped inside my precint is an understatement My entire body was shaking literally Oa much Hahahaha Daug na ni pls folded_hands hashtagLeniRobredoForPresident hashtagEleksyon2022,"['to', 'say', 'that', 'i', 'was', 'anxious', 'the', 'moment', 'i', 'stepped', 'inside', 'my', 'precint', 'is', 'an', 'understatement', 'my', 'entire', 'body', 'was', 'shaking', 'literally', 'oa', 'much', 'hahahaha', 'daug', 'na', 'ni', 'please', 'folded_hands', 'hashtaglenirobredoforpresident', 'hashtageleksyon2022']","anxious, moment, stepped, inside, precint, understatement, entire, body, shaking, literally, hahahaha, daug, folded_hands, hashtaglenirobredoforpresident",folded_hands
hashtagEleksyon2022 link,"['hashtageleksyon2022', 'link']",link,
Good morning besties sun_behind_small_cloud today is the day Go out and vote make it count prove the surveys wrong Ipanalo na natin to cherry_blossom sheaf_of_rice Protect your vote Choose smartly vote wisely Ingat growing_heart hashtagEleksyon2022,"['good', 'morning', 'besties', 'sun_behind_small_cloud', 'today', 'is', 'the', 'day', 'go', 'out', 'and', 'vote', 'make', 'it', 'count', 'prove', 'the', 'surveys', 'wrong', 'ipanalo', 'na', 'natin', 'to', 'cherry_blossom', 'sheaf_of_rice', 'protect', 'your', 'vote', 'choose', 'smartly', 'vote', 'wisely', 'ingat', 'growing_heart', 'hashtageleksyon2022']","good, morning, besties, sun_behind_small_cloud, today, day, vote, count, prove, survey, wrong, ipanalo, cherry_blossom, sheaf_of_rice, protect, vote, choose, smartly, vote, wisely, ingat, growing_heart","sun_behind_small_cloud, cherry_blossom, sheaf_of_rice, growing_heart"
Replying to Please call COMELEC if kaya or Wag na wag papayag na iba ang magpapasok ng balota ballot_box_with_ballot hashtagEleksyon2022,"['replying', 'to', 'please', 'call', 'commission_on_elections', 'if', 'kaya', 'or', 'wag', 'na', 'wag', 'papayag', 'na', 'iba', 'ang', 'magpapasok', 'ng', 'balota', 'ballot_box_with_ballot', 'hashtageleksyon2022']","replying, commission_on_elections, papayag, magpapasok, balota, ballot_box_with_ballot",ballot_box_with_ballot
I may not be physically present nor entitled to vote in the Philippines currently but I do hope my Filipino moots vote for the right person for the Presidential position Sana walang dayaan na maganap Wag kabahan Leni FTW hashtagLetLeniLead hashtagLeniRobredoForPresident hashtagEleksyon2022,"['i', 'may', 'not', 'be', 'physically', 'present', 'nor', 'entitled', 'to', 'vote', 'in', 'the', 'philippines', 'currently', 'but', 'i', 'do', 'hope', 'my', 'filipino', 'mutuals', 'vote', 'for', 'the', 'right', 'person', 'for', 'the', 'presidential', 'position', 'sana', 'walang', 'dayaan', 'na', 'maganap', 'wag', 'kabahan', 'leni', 'ftw', 'hashtagletlenilead', 'hashtaglenirobredoforpresident', 'hashtageleksyon2022']","physically, entitled, vote, philippine, hope, filipino, mutuals, vote, person, presidential, position, dayaan, maganap, kabahan, leni, ftw, hashtagletlenilead, hashtaglenirobredoforpresident",
ang hba ng pila walang social distancing sana epektib ang booster ko chariz hashtagEleksyon2022,"['ang', 'hba', 'ng', 'pila', 'walang', 'social', 'distancing', 'sana', 'epektib', 'ang', 'booster', 'ko', 'joke', 'hashtageleksyon2022']","hba, pila, social, distancing, epektib, booster, joke",
Whoever your President is I respect you Isang paalala lamang na hindi ito tungkol lang sa kung sinong gusto mo Alalahanin mo ang kapakanan at ikabubuti ng mga taong mahalaga sayo kapakanan ng buong bansa hashtagEleksyon2022 hashtagElection2022PH,"['whoever', 'your', 'president', 'is', 'i', 'respect', 'you', 'isang', 'paalala', 'lamang', 'na', 'hindi', 'ito', 'tungkol', 'lang', 'sa', 'kung', 'sinong', 'gusto', 'mo', 'alalahanin', 'mo', 'ang', 'kapakanan', 'at', 'ikabubuti', 'ng', 'mga', 'taong', 'mahalaga', 'sayo', 'kapakanan', 'ng', 'buong', 'bansa', 'hashtageleksyon2022', 'hashtagelection2022ph']","president, respect, paalala, sinong, alalahanin, kapakanan, ikabubuti, taong, mahalaga, sayo, kapakanan, buong, bansa",
Good morning Pilipinas Praying to have a peaceful and safe voting hashtagEleksyon2022,"['good', 'morning', 'pilipinas', 'praying', 'to', 'have', 'a', 'peaceful', 'and', 'safe', 'voting', 'hashtageleksyon2022']","good, morning, pilipinas, praying, peaceful, safe, voting",
DONE cherry_blossom four_leaf_clover dont forget to double check your receipts And do not use ballpen when shading the ballot hashtagEleksyon2022,"['done', 'cherry_blossom', 'four_leaf_clover', 'dont', 'forget', 'to', 'double', 'check', 'your', 'receipts', 'and', 'do', 'not', 'use', 'ballpen', 'when', 'shading', 'the', 'ballot', 'hashtageleksyon2022']","cherry_blossom, four_leaf_clover, forget, double, check, receipt, ballpen, shading, ballot","cherry_blossom, four_leaf_clover"
Hindi ako nakapagparegister para bumoto But i hope and ill pray na maging kulay rosas ang malacaang after eleksyon smiling_face_with_halo folded_hands hashtagEleksyon2022,"['hindi', 'ako', 'nakapagparegister', 'para', 'bumoto', 'but', 'i', 'hope', 'and', 'ill', 'pray', 'na', 'maging', 'kulay', 'rosas', 'ang', 'malacaang', 'after', 'eleksyon', 'smiling_face_with_halo', 'folded_hands', 'hashtageleksyon2022']","nakapagparegister, bumoto, hope, ill, pray, kulay, rosa, malacaang, eleksyon, smiling_face_with_halo, folded_hands","smiling_face_with_halo, folded_hands"
we pray for peace in the Philippines Philippines victory_hand_light_skin_tone hashtagEleksyon2022,"['we', 'pray', 'for', 'peace', 'in', 'the', 'philippines', 'philippines', 'victory_hand_light_skin_tone', 'hashtageleksyon2022']","pray, peace, philippine, philippine, victory_hand_light_skin_tone",victory_hand_light_skin_tone
WAG PO KAYONG PAPAYAG NA IBA MAGPAPASOK NG BALOTA NINYO Karapatan niyo na hindi ipakita ang balita ninyo hashtagEleksyon2022,"['wag', 'po', 'kayong', 'papayag', 'na', 'iba', 'magpapasok', 'ng', 'balota', 'ninyo', 'karapatan', 'niyo', 'na', 'hindi', 'ipakita', 'ang', 'balita', 'ninyo', 'hashtageleksyon2022']","kayong, papayag, magpapasok, balota, ninyo, karapatan, ipakita, balita, ninyo",
Para sa Bayan hashtagEleksyon2022,"['para', 'sa', 'bayan', 'hashtageleksyon2022']",bayan,
Vote Casted at Dasmarias East Intergrated High School hashtagEleksyon2022 hashtagDapatTotoo,"['vote', 'casted', 'at', 'dasmarias', 'east', 'intergrated', 'high', 'school', 'hashtageleksyon2022', 'hashtagdapattotoo']","vote, casted, dasmarias, east, intergrated, high, school, hashtagdapattotoo",
Nakaboto ng ligtas at walang aberya Philippines Para sa kinabukasan ng ating bayan Mga Pilipino lumabas at tayo ay bumoto hashtagEleksyon2022 hashtagDapatTotoo,"['nakaboto', 'ng', 'ligtas', 'at', 'walang', 'aberya', 'philippines', 'para', 'sa', 'kinabukasan', 'ng', 'ating', 'bayan', 'mga', 'pilipino', 'lumabas', 'at', 'tayo', 'ay', 'bumoto', 'hashtageleksyon2022', 'hashtagdapattotoo']","nakaboto, ligtas, aberya, philippine, kinabukasan, bayan, pilipino, lumabas, bumoto, hashtagdapattotoo",
I am not a first time voter but this is the first time I really felt nervous while casting my vote pleading_face hashtagEleksyon2022 hashtagipana7ona10toparasalahat,"['i', 'am', 'not', 'a', 'first', 'time', 'voter', 'but', 'this', 'is', 'the', 'first', 'time', 'i', 'really', 'felt', 'nervous', 'while', 'casting', 'my', 'vote', 'pleading_face', 'hashtageleksyon2022', 'hashtagipana7ona10toparasalahat']","time, voter, time, felt, nervous, casting, vote, pleading_face, hashtagipanaonatoparasalahat",pleading_face
Done voting cherry_blossom Para sa kulay rosas na bukas sparkles hashtagEleksyon2022 hashtagipana7ona10toparasalahat,"['done', 'voting', 'cherry_blossom', 'para', 'sa', 'kulay', 'rosas', 'na', 'bukas', 'sparkles', 'hashtageleksyon2022', 'hashtagipana7ona10toparasalahat']","voting, cherry_blossom, kulay, rosa, bukas, sparkle, hashtagipanaonatoparasalahat",cherry_blossom
May the best leader win hashtagEleksyon2022,"['may', 'the', 'best', 'leader', 'win', 'hashtageleksyon2022']","leader, win",
umubo na ng umubo yung katabi ko sa pila yare na sad_but_relieved_face hashtagEleksyon2022,"['umubo', 'na', 'ng', 'umubo', 'yung', 'katabi', 'ko', 'sa', 'pila', 'yare', 'na', 'sad_but_relieved_face', 'hashtageleksyon2022']","umubo, umubo, katabi, pila, yare, sad_but_relieved_face",sad_but_relieved_face
625am haba na agad ng pila sleepy_face hashtagEleksyon2022,"['625am', 'haba', 'na', 'agad', 'ng', 'pila', 'sleepy_face', 'hashtageleksyon2022']","am, haba, agad, pila, sleepy_face",sleepy_face
Looking for my cluster precinct Great hashtagEleksyon2022,"['looking', 'for', 'my', 'cluster', 'precinct', 'great', 'hashtageleksyon2022']","cluster, precinct, great",
owrayt its voting time hashtagEleksyon2022,"['owrayt', 'its', 'voting', 'time', 'hashtageleksyon2022']","owrayt, voting, time",
Replying to Sa mga lolot lola na rin natin Sa mga may kakayahan na bumoto sa inyo umaasa ang mga hindi pa makaboto Kaya maging matalino po sa pagboto sparkles hashtagEleksyon2022,"['replying', 'to', 'sa', 'mga', 'lolot', 'lola', 'na', 'rin', 'natin', 'sa', 'mga', 'may', 'kakayahan', 'na', 'bumoto', 'sa', 'inyo', 'umaasa', 'ang', 'mga', 'hindi', 'pa', 'makaboto', 'kaya', 'maging', 'matalino', 'po', 'sa', 'pagboto', 'sparkles', 'hashtageleksyon2022']","replying, lolot, lola, kakayahan, bumoto, inyo, umaasa, makaboto, matalino, pagboto, sparkle",
Ginawa ko na yung part ko Sana kayo rin smiling_face Bumoto tayo para sa Pilipinas Bumoto tayo para kinabukasan ng mga anak apo estudyante nagtratrabaho magulang LGBTQIA at sating lahat Maging tapat tayo sa ating bansa sparkles hashtagEleksyon2022,"['ginawa', 'ko', 'na', 'yung', 'part', 'ko', 'sana', 'kayo', 'rin', 'smiling_face', 'bumoto', 'tayo', 'para', 'sa', 'pilipinas', 'bumoto', 'tayo', 'para', 'kinabukasan', 'ng', 'mga', 'anak', 'apo', 'estudyante', 'nagtratrabaho', 'magulang', 'lgbtqia', 'at', 'sating', 'lahat', 'maging', 'tapat', 'tayo', 'sa', 'ating', 'bansa', 'sparkles', 'hashtageleksyon2022']","smiling_face, bumoto, pilipinas, bumoto, kinabukasan, anak, apo, estudyante, nagtratrabaho, magulang, lgbtqia, sating, tapat, bansa, sparkle",smiling_face
BBMSARA hashtagEleksyon2022,"['bbmsara', 'hashtageleksyon2022']",bbmsara,
PNP taking over several precincts huhu please lang be loyal to the Philippines and uphold your oath hashtagEleksyon2022,"['pnp', 'taking', 'over', 'several', 'precincts', 'huhu', 'please', 'lang', 'be', 'loyal', 'to', 'the', 'philippines', 'and', 'uphold', 'your', 'oath', 'hashtageleksyon2022']","pnp, precinct, huhu, loyal, philippine, uphold, oath",
Alam naman po namin sira ang machine at 12 pa kami makakaboto pero bakit ang suggest daw ng comelec is pwede naman daw bomoto manually tas iiwan and watcher daw mag babantay pag tapos yung comelec daw mag papasok sa machine hashtagEleksyon2022 hashtagElection2022PH hashtagcomelec,"['alam', 'naman', 'po', 'namin', 'sira', 'ang', 'machine', 'at', '12', 'pa', 'kami', 'makakaboto', 'pero', 'bakit', 'ang', 'suggest', 'daw', 'ng', 'commission_on_elections', 'is', 'pwede', 'naman', 'daw', 'bomoto', 'manually', 'tas', 'iiwan', 'and', 'watcher', 'daw', 'mag', 'babantay', 'pag', 'tapos', 'yung', 'commission_on_elections', 'daw', 'mag', 'papasok', 'sa', 'machine', 'hashtageleksyon2022', 'hashtagelection2022ph', 'hashtagcomelec']","alam, sira, machine, makakaboto, commission_on_elections, pwede, bomoto, manually, ta, iiwan, watcher, babantay, tapos, commission_on_elections, papasok, machine, hashtagcomelec",
Be vigilant Every citizen has all the right to call out any discrepancy hashtagEleksyon2022,"['be', 'vigilant', 'every', 'citizen', 'has', 'all', 'the', 'right', 'to', 'call', 'out', 'any', 'discrepancy', 'hashtageleksyon2022']","vigilant, citizen, discrepancy",
Today is the biggest fight of this generation God bless Philippines hashtagEleksyon2022,"['today', 'is', 'the', 'biggest', 'fight', 'of', 'this', 'generation', 'god', 'bless', 'philippines', 'hashtageleksyon2022']","today, biggest, fight, generation, god, bless, philippine",
Done voting After ko bumoto naging emotional ako First time mangyari sakin ito hashtagGobyernongTapatAngatBuhayLahat hashtagEleksyon2022 hashtagLeniRobredoForPresident hashtagKikoPangilinanForVicePresident hashtagKakampink hashtagBatangasIsPink Godbless Philippines,"['done', 'voting', 'after', 'ko', 'bumoto', 'naging', 'emotional', 'ako', 'first', 'time', 'mangyari', 'sakin', 'ito', 'hashtaggobyernongtapatangatbuhaylahat', 'hashtageleksyon2022', 'hashtaglenirobredoforpresident', 'hashtagkikopangilinanforvicepresident', 'hashtagkakampink', 'hashtagbatangasispink', 'godbless', 'philippines']","voting, bumoto, emotional, time, mangyari, sakin, hashtaggobyernongtapatangatbuhaylahat, hashtaglenirobredoforpresident, hashtagkikopangilinanforvicepresident, hashtagkakampink, hashtagbatangasispink, godbless, philippine",
Ipanalo na hashtagEleksyon2022 hashtagElection2022PH hashtagLeniRobredoForPresident hashtagKikoPangilinanForVicePresident Good morning thumbs_up check_box_with_check folded_hands tulip Philippines,"['ipanalo', 'na', 'hashtageleksyon2022', 'hashtagelection2022ph', 'hashtaglenirobredoforpresident', 'hashtagkikopangilinanforvicepresident', 'good', 'morning', 'thumbs_up', 'check_box_with_check', 'folded_hands', 'tulip', 'philippines']","ipanalo, hashtaglenirobredoforpresident, hashtagkikopangilinanforvicepresident, good, morning, thumbs_up, check_box_with_check, folded_hands, tulip, philippine","thumbs_up, check_box_with_check, folded_hands"
LOOK The official ballots that will be used in different voting centers in Muntinlupa were dispatched this morning May 9 There are 311750 registered voters in the city hashtagEleksyon2022 hashtagHalalan2022 via,"['look', 'the', 'official', 'ballots', 'that', 'will', 'be', 'used', 'in', 'different', 'voting', 'centers', 'in', 'muntinlupa', 'were', 'dispatched', 'this', 'morning', 'may', '9', 'there', 'are', '311750', 'registered', 'voters', 'in', 'the', 'city', 'hashtageleksyon2022', 'hashtaghalalan2022', 'via']","official, ballot, voting, center, muntinlupa, dispatched, morning, registered, voter, city",
Andaming sirang machine tas inaadvise na bumoto na at ipapasok nalang later Im scared Is this a modus hashtagEleksyon2022,"['andaming', 'sirang', 'machine', 'tas', 'inaadvise', 'na', 'bumoto', 'na', 'at', 'ipapasok', 'nalang', 'later', 'im', 'scared', 'is', 'this', 'a', 'modus', 'hashtageleksyon2022']","andaming, sirang, machine, ta, inaadvise, bumoto, ipapasok, nalang, scared, modus",
Nakaboto ka na ba ngayong hashtagEleksyon2022 Kapuso Gaano katagal ang inabot mo bago ka nakaboto Ibahagi ang inyong sagot sa comment section at maaari itong mafeature sa aming hashtagEleksyon2022 special coverage,"['nakaboto', 'ka', 'na', 'ba', 'ngayong', 'hashtageleksyon2022', 'kapuso', 'gaano', 'katagal', 'ang', 'inabot', 'mo', 'bago', 'ka', 'nakaboto', 'ibahagi', 'ang', 'inyong', 'sagot', 'sa', 'comment', 'section', 'at', 'maaari', 'itong', 'mafeature', 'sa', 'aming', 'hashtageleksyon2022', 'special', 'coverage']","nakaboto, kapuso, gaano, katagal, inabot, nakaboto, ibahagi, sagot, comment, itong, mafeature, special, coverage",
Ito po ang hashtagEleksyon2022 livestream Tuloytuloy rin po ang aming livestream sa at hashtagDapatTotoo,"['ito', 'po', 'ang', 'hashtageleksyon2022', 'livestream', 'tuloytuloy', 'rin', 'po', 'ang', 'aming', 'livestream', 'sa', 'at', 'hashtagdapattotoo']","livestream, tuloytuloy, livestream, hashtagdapattotoo",
Mga Kapuso may katanungan ka ba tungkol sa hashtagEleksyon2022 Ibahagi ang inyong tanong sa comment section at gamitin ang hashtagEleksyon2022 at susubukan ng ating hashtagEleksyon2022 volunteers na matugunan ito Bisitahin ang para sa hashtagEleksyon2022 news and updates,"['mga', 'kapuso', 'may', 'katanungan', 'ka', 'ba', 'tungkol', 'sa', 'hashtageleksyon2022', 'ibahagi', 'ang', 'inyong', 'tanong', 'sa', 'comment', 'section', 'at', 'gamitin', 'ang', 'hashtageleksyon2022', 'at', 'susubukan', 'ng', 'ating', 'hashtageleksyon2022', 'volunteers', 'na', 'matugunan', 'ito', 'bisitahin', 'ang', 'para', 'sa', 'hashtageleksyon2022', 'news', 'and', 'updates']","kapuso, katanungan, ibahagi, tanong, comment, gamitin, susubukan, volunteer, matugunan, bisitahin, news, update",
win or lose ang mahalaga tumindig tayo sa tama growing_heart tulip hashtagEleksyon2022,"['win', 'or', 'lose', 'ang', 'mahalaga', 'tumindig', 'tayo', 'sa', 'tama', 'growing_heart', 'tulip', 'hashtageleksyon2022']","win, lose, mahalaga, tumindig, tama, growing_heart, tulip",growing_heart
good morning heres my final list index_pointing_up_light_skin_tone growing_heart hashtagEleksyon2022,"['good', 'morning', 'heres', 'my', 'final', 'list', 'index_pointing_up_light_skin_tone', 'growing_heart', 'hashtageleksyon2022']","good, morning, final, list, index_pointing_up_light_skin_tone, growing_heart","index_pointing_up_light_skin_tone, growing_heart"
hashtagEleksyon2022 two_hearts hand_with_index_finger_and_thumb_crossed tulip,"['hashtageleksyon2022', 'two_hearts', 'hand_with_index_finger_and_thumb_crossed', 'tulip']","two_hearts, hand_with_index_finger_and_thumb_crossed, tulip","two_hearts, hand_with_index_finger_and_thumb_crossed"
Gamitin ang isip at puso kaValenzuelano hashtagEleksyon2022 hashtagVoteWisely hashtagValenzuelaCity,"['gamitin', 'ang', 'isip', 'at', 'puso', 'kavalenzuelano', 'hashtageleksyon2022', 'hashtagvotewisely', 'hashtagvalenzuelacity']","gamitin, isip, puso, kavalenzuelano, hashtagvotewisely, hashtagvalenzuelacity",
Good luck sa pag shade kakampinks Mananalo ang VP at ang tropa I believe Amen hashtagEleksyon2022,"['good', 'luck', 'sa', 'pag', 'shade', 'kakampinks', 'mananalo', 'ang', 'vice_president', 'at', 'ang', 'tropa', 'i', 'believe', 'amen', 'hashtageleksyon2022']","good, luck, shade, kakampinks, mananalo, vice_president, tropa, amen",
vote wisely PH hashtagEleksyon2022,"['vote', 'wisely', 'philippines', 'hashtageleksyon2022']","vote, wisely, philippine",
For my home country if we bring back a beleaguered major broadcaster on both FTA TV Radio hashtagLeniRobredoForPresident means major reform changes for media journalism So help me retweet hashtagLeniKikoAllTheWay to bring the PH media back to the way it was prepandemic hashtagEleksyon2022,"['for', 'my', 'home', 'country', 'if', 'we', 'bring', 'back', 'a', 'beleaguered', 'major', 'broadcaster', 'on', 'both', 'fta', 'tv', 'radio', 'hashtaglenirobredoforpresident', 'means', 'major', 'reform', 'changes', 'for', 'media', 'journalism', 'so', 'help', 'me', 'retweet', 'hashtaglenikikoalltheway', 'to', 'bring', 'the', 'philippines', 'media', 'back', 'to', 'the', 'way', 'it', 'was', 'prepandemic', 'hashtageleksyon2022']","country, bring, beleaguered, major, broadcaster, fta, radio, hashtaglenirobredoforpresident, major, reform, medium, journalism, retweet, hashtaglenikikoalltheway, bring, philippine, medium, prepandemic",
592022 hashtagEleksyon2022,"['592022', 'hashtageleksyon2022']",,
Protect your votes Philippines hashtagLeniRobredoForPresident hashtagKikoForVicePresident2022 hashtagIpana7oNa10ParaSaLahat,"['protect', 'your', 'votes', 'philippines', 'hashtaglenirobredoforpresident', 'hashtagkikoforvicepresident2022', 'hashtagipana7ona10parasalahat']","protect, vote, philippine, hashtaglenirobredoforpresident, hashtagkikoforvicepresident, hashtagipanaonaparasalahat",
Replying to I hope those who are registered BBMs will get tamad to vote Sanay sila sa airconditioned bus rides Ang kakampinks Sanay sa init at nakatayo for hours hashtagLeniForPresident2022 hashtagKikoForVicePresident2022,"['replying', 'to', 'i', 'hope', 'those', 'who', 'are', 'registered', 'bbms', 'will', 'get', 'tamad', 'to', 'vote', 'sanay', 'sila', 'sa', 'airconditioned', 'bus', 'rides', 'ang', 'kakampinks', 'sanay', 'sa', 'init', 'at', 'nakatayo', 'for', 'hours', 'hashtagleniforpresident2022', 'hashtagkikoforvicepresident2022']","replying, hope, registered, bbms, tamad, vote, sanay, airconditioned, bus, ride, kakampinks, sanay, init, nakatayo, hour, hashtagleniforpresident, hashtagkikoforvicepresident",
The last man standing is WOMAN and the last man standing is a FARMER growing_heart seedling hashtagLeniKiko2022 hashtagLeniForPresident2022 hashtagKikoForVicePresident2022,"['the', 'last', 'man', 'standing', 'is', 'woman', 'and', 'the', 'last', 'man', 'standing', 'is', 'a', 'farmer', 'growing_heart', 'seedling', 'hashtaglenikiko2022', 'hashtagleniforpresident2022', 'hashtagkikoforvicepresident2022']","man, standing, woman, man, standing, farmer, growing_heart, seedling, hashtaglenikiko, hashtagleniforpresident, hashtagkikoforvicepresident",growing_heart
I believe in the Filipino people tulip herb hashtagipana7ona10toparasalahat hashtagHalalan2022 hashtagEleksyon2022 hashtagWeDecide hashtagLeniRobredoForPresident hashtagKikoForVicePresident2022,"['i', 'believe', 'in', 'the', 'filipino', 'people', 'tulip', 'herb', 'hashtagipana7ona10toparasalahat', 'hashtaghalalan2022', 'hashtageleksyon2022', 'hashtagwedecide', 'hashtaglenirobredoforpresident', 'hashtagkikoforvicepresident2022']","filipino, people, tulip, herb, hashtagipanaonatoparasalahat, hashtagwedecide, hashtaglenirobredoforpresident, hashtagkikoforvicepresident",
I had the time of my life fighting dragons with you tulip herb hashtagipana7ona10toparasalahat hashtagHalalan2022 hashtagEleksyon2022 hashtagWeDecide,"['i', 'had', 'the', 'time', 'of', 'my', 'life', 'fighting', 'dragons', 'with', 'you', 'tulip', 'herb', 'hashtagipana7ona10toparasalahat', 'hashtaghalalan2022', 'hashtageleksyon2022', 'hashtagwedecide']","time, life, fighting, dragon, tulip, herb, hashtagipanaonatoparasalahat, hashtagwedecide",
Dapat mahaba ang pasensya for todays vidyow grinning_face_with_sweat rolling_on_the_floor_laughing hashtagipana7ona10toparasalahat hashtagHalalan2022 hashtagEleksyon2022 hashtagWeDecide,"['dapat', 'mahaba', 'ang', 'pasensya', 'for', 'todays', 'vidyow', 'grinning_face_with_sweat', 'rolling_on_the_floor_laughing', 'hashtagipana7ona10toparasalahat', 'hashtaghalalan2022', 'hashtageleksyon2022', 'hashtagwedecide']","mahaba, pasensya, today, vidyow, grinning_face_with_sweat, rolling_on_the_floor_laughing, hashtagipanaonatoparasalahat, hashtagwedecide","grinning_face_with_sweat, rolling_on_the_floor_laughing"
